gene_id,gene_full_id,mean_log,var_log,detected_cells,detected_fraction,original_index,acute_vs_control_log_delta,p53DN_vs_p53WT_log_delta,candidate_score,gene_symbol,biotype,description,seq_region_name
ENSG00000159335,ENSG00000159335.15,0.35269693,0.07081267,7551,0.8206716661232475,12533,0.120259434,0.025017202,0.14527763,PTMS,protein_coding,parathymosin [Source:HGNC Symbol;Acc:HGNC:9629],12
ENSG00000127337,ENSG00000127337.6,0.43223622,0.063030764,8227,0.8941419410933594,5078,-0.05585584,0.08939552,0.14525236,YEATS4,protein_coding,YEATS domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24859],12
ENSG00000169976,ENSG00000169976.6,1.2316396,0.07762454,9191,0.998913161612868,11381,-0.05458641,0.090581656,0.14516906,SF3B5,protein_coding,splicing factor 3b subunit 5 [Source:HGNC Symbol;Acc:HGNC:21083],6
ENSG00000142669,ENSG00000142669.14,1.2558905,0.15059383,9162,0.995761330290186,3267,0.14104211,0.0038659573,0.14490907,SH3BGRL3,protein_coding,SH3 domain binding glutamate rich protein like 3 [Source:HGNC Symbol;Acc:HGNC:15568],1
ENSG00000184207,ENSG00000184207.8,0.9774769,0.09589634,9117,0.9908705575480926,14742,-0.06191933,0.08294356,0.14486389,PGP,protein_coding,phosphoglycolate phosphatase [Source:HGNC Symbol;Acc:HGNC:8909],16
ENSG00000169288,ENSG00000169288.17,0.43144715,0.065882094,8246,0.8962069340289099,3643,-0.03702101,0.10763508,0.14465709,MRPL1,protein_coding,mitochondrial ribosomal protein L1 [Source:HGNC Symbol;Acc:HGNC:14275],4
ENSG00000167468,ENSG00000167468.16,2.0105476,0.076214045,9200,0.9998913161612868,21748,0.069557786,0.07498145,0.14454024,GPX4,protein_coding,glutathione peroxidase 4 [Source:HGNC Symbol;Acc:HGNC:4556],19
ENSG00000134291,ENSG00000134291.11,0.6781485,0.085939966,8877,0.9647864362569286,7777,0.08312744,0.061203837,0.14433227,TMEM106C,protein_coding,transmembrane protein 106C [Source:HGNC Symbol;Acc:HGNC:28775],12
ENSG00000166902,ENSG00000166902.4,0.67960155,0.07512693,8983,0.976306923160526,9361,-0.047824264,0.09645057,0.14427583,MRPL16,protein_coding,mitochondrial ribosomal protein L16 [Source:HGNC Symbol;Acc:HGNC:14476],11
ENSG00000147955,ENSG00000147955.16,0.6691777,0.0761114,8974,0.9753287686121074,20135,-0.057409346,0.08670455,0.1441149,SIGMAR1,protein_coding,sigma non-opioid intracellular receptor 1 [Source:HGNC Symbol;Acc:HGNC:8157],9
ENSG00000198786,ENSG00000198786.2,2.533586,0.0694621,9201,1.0,698,0.04028535,0.103666544,0.14395289,MT-ND5,protein_coding,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5 [Source:HGNC Symbol;Acc:HGNC:7461],MT
ENSG00000177192,ENSG00000177192.13,0.5178997,0.06722693,8626,0.9375067927399195,820,-0.08010584,0.06373349,0.14384033,PUS1,protein_coding,pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:15508],12
ENSG00000051620,ENSG00000051620.10,1.6487732,0.08358658,9195,0.9993478969677208,4144,0.09292388,0.050859928,0.1437848,HEBP2,protein_coding,heme binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15716],6
ENSG00000111057,ENSG00000111057.10,2.8730702,0.08415989,9201,1.0,18088,0.13256049,0.0111756325,0.14373712,KRT18,protein_coding,keratin 18 [Source:HGNC Symbol;Acc:HGNC:6430],12
ENSG00000118705,ENSG00000118705.16,0.80929226,0.08096797,9114,0.9905445060319532,7976,-0.039700568,0.104014516,0.14371608,RPN2,protein_coding,ribophorin II [Source:HGNC Symbol;Acc:HGNC:10382],20
ENSG00000139372,ENSG00000139372.14,0.71987104,0.07739809,9034,0.9818497989348984,5527,-0.021386445,0.12231892,0.14370637,TDG,protein_coding,thymine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:11700],12
ENSG00000065911,ENSG00000065911.11,0.79122216,0.08807965,9064,0.985110314096294,17894,-0.080198765,0.06350243,0.1437022,MTHFD2,protein_coding,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:7434]",2
ENSG00000101220,ENSG00000101220.17,0.62746775,0.0776208,8818,0.9583740897728508,20972,-0.05064565,0.09298545,0.1436321,ADISSP,protein_coding,adipose secreted signaling protein [Source:HGNC Symbol;Acc:HGNC:15873],20
ENSG00000120265,ENSG00000120265.17,0.7937548,0.09934537,9073,0.9860884686447126,5755,-0.055658698,0.08769703,0.14335673,PCMT1,protein_coding,protein-L-isoaspartate (D-aspartate) O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:8728],6
ENSG00000112110,ENSG00000112110.9,1.0726686,0.0808387,9179,0.99760895554831,6423,-0.11062288,0.03266573,0.14328961,MRPL18,protein_coding,mitochondrial ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:14477],6
ENSG00000130725,ENSG00000130725.7,0.9900638,0.099953055,9116,0.9907618737093794,16498,0.02998519,0.113084614,0.1430708,UBE2M,protein_coding,ubiquitin conjugating enzyme E2 M [Source:HGNC Symbol;Acc:HGNC:12491],19
ENSG00000165233,ENSG00000165233.17,0.7324529,0.072082244,9046,0.9831540049994566,10172,0.08913785,-0.053876996,0.14301585,CARD19,protein_coding,caspase recruitment domain family member 19 [Source:HGNC Symbol;Acc:HGNC:28148],9
ENSG00000124207,ENSG00000124207.16,0.54165906,0.06985772,8675,0.9428323008368656,14915,-0.0775668,0.0654093,0.1429771,CSE1L,protein_coding,chromosome segregation 1 like [Source:HGNC Symbol;Acc:HGNC:2431],20
ENSG00000181885,ENSG00000181885.18,0.9073047,0.12858786,9092,0.988153461580263,18188,-0.0064513683,0.13633013,0.1427825,CLDN7,protein_coding,claudin 7 [Source:HGNC Symbol;Acc:HGNC:2049],17
ENSG00000140905,ENSG00000140905.10,1.3262807,0.0724472,9194,0.9992392131290078,20032,-0.076366186,0.066345215,0.1427124,GCSH,protein_coding,glycine cleavage system protein H [Source:HGNC Symbol;Acc:HGNC:4208],16
ENSG00000242372,ENSG00000242372.7,0.8606188,0.08620771,9140,0.9933702858384958,11217,-0.08360958,0.058983922,0.1425945,EIF6,protein_coding,eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159],20
ENSG00000130726,ENSG00000130726.11,0.5969434,0.07456459,8834,0.9601130311922615,17279,-0.05436623,0.08821267,0.1425799,TRIM28,protein_coding,tripartite motif containing 28 [Source:HGNC Symbol;Acc:HGNC:16384],19
ENSG00000125445,ENSG00000125445.10,0.93166035,0.07612578,9162,0.995761330290186,21500,-0.067800045,0.07471484,0.14251588,MRPS7,protein_coding,mitochondrial ribosomal protein S7 [Source:HGNC Symbol;Acc:HGNC:14499],17
ENSG00000153310,ENSG00000153310.19,0.8547436,0.07686112,9117,0.9908705575480926,14700,-0.07415843,0.06831193,0.14247136,CYRIB,protein_coding,CYFIP related Rac1 interactor B [Source:HGNC Symbol;Acc:HGNC:25216],8
ENSG00000108010,ENSG00000108010.11,1.1918088,0.08429056,9194,0.9992392131290078,19398,-0.12449479,-0.017974257,0.14247005,GLRX3,protein_coding,glutaredoxin 3 [Source:HGNC Symbol;Acc:HGNC:15987],10
ENSG00000124831,ENSG00000124831.18,0.9709575,0.08096254,9158,0.9953265949353332,7602,-0.056334853,0.086116016,0.14245187,LRRFIP1,protein_coding,LRR binding FLII interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6702],2
ENSG00000164109,ENSG00000164109.13,0.35613263,0.08127859,7296,0.7929572872513857,5074,-0.099176854,0.04277107,0.14194892,MAD2L1,protein_coding,mitotic arrest deficient 2 like 1 [Source:HGNC Symbol;Acc:HGNC:6763],4
ENSG00000204370,ENSG00000204370.10,0.5990238,0.07701012,8891,0.9663080099989132,13625,-0.07308376,0.0688349,0.14191966,SDHD,protein_coding,succinate dehydrogenase complex subunit D [Source:HGNC Symbol;Acc:HGNC:10683],11
ENSG00000144848,ENSG00000144848.10,0.52653193,0.067171246,8681,0.9434844038691448,20381,-0.07582009,0.06594619,0.14176728,ATG3,protein_coding,autophagy related 3 [Source:HGNC Symbol;Acc:HGNC:20962],3
ENSG00000159140,ENSG00000159140.19,0.7929312,0.1002005,9080,0.9868492555157048,4778,-0.10188067,0.039835095,0.14171676,SON,protein_coding,SON DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11183],21
ENSG00000144029,ENSG00000144029.11,0.80442023,0.06721172,9130,0.992283447451364,20414,-0.09672427,0.0447827,0.14150797,MRPS5,protein_coding,mitochondrial ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:14498],2
ENSG00000162545,ENSG00000162545.5,0.54869205,0.123446986,8147,0.8854472339963048,7316,-0.11578274,-0.025547266,0.141331,CAMK2N1,protein_coding,calcium/calmodulin dependent protein kinase II inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:24190],1
ENSG00000176894,ENSG00000176894.9,0.549602,0.07024876,8716,0.947288338224106,1880,0.072093904,0.06922573,0.14132063,PXMP2,protein_coding,peroxisomal membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:9716],12
ENSG00000119707,ENSG00000119707.13,0.6463845,0.082230315,8948,0.9725029888055646,1047,-0.060003817,0.08114272,0.14114754,RBM25,protein_coding,RNA binding motif protein 25 [Source:HGNC Symbol;Acc:HGNC:23244],14
ENSG00000205581,ENSG00000205581.10,1.8312584,0.07918927,9200,0.9998913161612868,6367,0.03462279,0.10634875,0.14097254,HMGN1,protein_coding,high mobility group nucleosome binding domain 1 [Source:HGNC Symbol;Acc:HGNC:4984],21
ENSG00000101160,ENSG00000101160.13,0.79935586,0.072862744,9098,0.988805564612542,5995,0.05681306,0.08412725,0.1409413,CTSZ,protein_coding,cathepsin Z [Source:HGNC Symbol;Acc:HGNC:2547],20
ENSG00000168393,ENSG00000168393.12,1.0090603,0.12098932,9055,0.9841321595478753,6844,-0.09751403,0.043328285,0.14084332,DTYMK,protein_coding,deoxythymidylate kinase [Source:HGNC Symbol;Acc:HGNC:3061],2
ENSG00000128641,ENSG00000128641.18,0.6701384,0.09452676,8916,0.9690251059667429,3648,-0.0742026,-0.06651932,0.14072292,MYO1B,protein_coding,myosin IB [Source:HGNC Symbol;Acc:HGNC:7596],2
ENSG00000196465,ENSG00000196465.10,0.4814139,0.061796263,8619,0.9367460058689272,16182,0.13190985,-0.008788794,0.14069964,MYL6B,protein_coding,myosin light chain 6B [Source:HGNC Symbol;Acc:HGNC:29823],12
ENSG00000063660,ENSG00000063660.8,0.44900355,0.061827738,8432,0.916422128029562,17679,-0.07313678,-0.067302674,0.14044045,GPC1,protein_coding,glypican 1 [Source:HGNC Symbol;Acc:HGNC:4449],2
ENSG00000164985,ENSG00000164985.14,0.61285526,0.08209424,8812,0.9577219867405716,1803,0.021618426,0.11879587,0.1404153,PSIP1,protein_coding,PC4 and SRSF1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527],9
ENSG00000172318,ENSG00000172318.5,0.34627935,0.21571645,6015,0.6537332898597978,16883,-0.019684315,0.120559484,0.1402448,B3GALT1,protein_coding,"beta-1,3-galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:916]",2
ENSG00000178896,ENSG00000178896.8,0.8164793,0.07605458,9123,0.9915226605803718,18890,-0.093352735,0.04675454,0.14010827,EXOSC4,protein_coding,exosome component 4 [Source:HGNC Symbol;Acc:HGNC:18189],8
ENSG00000143179,ENSG00000143179.15,0.54048043,0.0660596,8705,0.946092815998261,1802,-0.0773921,0.062394142,0.13978724,UCK2,protein_coding,uridine-cytidine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12562],1
ENSG00000156928,ENSG00000156928.4,0.6850839,0.0796632,8925,0.9700032605151614,13816,-0.08908296,0.050670505,0.13975446,MALSU1,protein_coding,mitochondrial assembly of ribosomal large subunit 1 [Source:HGNC Symbol;Acc:HGNC:21721],7
ENSG00000242485,ENSG00000242485.5,1.4379566,0.06785235,9198,0.9996739484838604,22234,-0.06871939,0.07101774,0.13973813,MRPL20,protein_coding,mitochondrial ribosomal protein L20 [Source:HGNC Symbol;Acc:HGNC:14478],1
ENSG00000198763,ENSG00000198763.3,3.785436,0.063364826,9201,1.0,688,0.13063836,-0.009058952,0.13969831,MT-ND2,protein_coding,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2 [Source:HGNC Symbol;Acc:HGNC:7456],MT
ENSG00000225921,ENSG00000225921.6,0.6547297,0.074912585,8948,0.9725029888055646,18724,-0.094495475,0.045175195,0.13967167,NOL7,protein_coding,nucleolar protein 7 [Source:HGNC Symbol;Acc:HGNC:21040],6
ENSG00000167792,ENSG00000167792.12,0.8879668,0.07843813,9161,0.9956526464514728,7218,-0.066306055,0.07334739,0.13965444,NDUFV1,protein_coding,NADH:ubiquinone oxidoreductase core subunit V1 [Source:HGNC Symbol;Acc:HGNC:7716],11
ENSG00000113810,ENSG00000113810.15,0.69419444,0.13443545,8523,0.9263123573524616,11504,-0.046673656,0.09290445,0.1395791,SMC4,protein_coding,structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013],3
ENSG00000181610,ENSG00000181610.12,0.67991817,0.08024046,9015,0.979784805999348,16639,-0.09740031,0.042060018,0.13946132,MRPS23,protein_coding,mitochondrial ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:14509],17
ENSG00000077152,ENSG00000077152.10,0.5892706,0.118802555,8371,0.909792413868058,6691,-0.07885927,0.060486555,0.13934682,UBE2T,protein_coding,ubiquitin conjugating enzyme E2 T [Source:HGNC Symbol;Acc:HGNC:25009],1
ENSG00000109519,ENSG00000109519.12,0.54920477,0.084403984,8725,0.9482664927725248,19998,-0.120753706,0.018561184,0.13931589,GRPEL1,protein_coding,"GrpE like 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:19696]",4
ENSG00000179271,ENSG00000179271.2,1.4039389,0.065367445,9193,0.9991305292902946,17959,-0.045220494,0.09357393,0.13879542,GADD45GIP1,protein_coding,GADD45G interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29996],19
ENSG00000172663,ENSG00000172663.8,0.58276147,0.07027989,8820,0.9585914574502772,2721,0.11584693,-0.022874713,0.13872264,TMEM134,protein_coding,transmembrane protein 134 [Source:HGNC Symbol;Acc:HGNC:26142],11
ENSG00000126653,ENSG00000126653.17,0.61765814,0.07206581,8916,0.9690251059667429,2142,-0.050688505,0.08802235,0.13871185,NSRP1,protein_coding,nuclear speckle splicing regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:25305],17
ENSG00000164111,ENSG00000164111.14,0.93471646,0.10406168,9140,0.9933702858384958,7232,-0.103224576,0.035454273,0.13867985,ANXA5,protein_coding,annexin A5 [Source:HGNC Symbol;Acc:HGNC:543],4
ENSG00000087365,ENSG00000087365.15,0.8215396,0.08241737,9126,0.9918487120965112,20306,-0.071638584,0.06683439,0.13847397,SF3B2,protein_coding,splicing factor 3b subunit 2 [Source:HGNC Symbol;Acc:HGNC:10769],11
ENSG00000160256,ENSG00000160256.12,0.71187454,0.070203975,9012,0.9794587544832084,6593,-0.084117174,0.05432403,0.1384422,SLX9,protein_coding,SLX9 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:15811],21
ENSG00000197956,ENSG00000197956.9,3.6844928,0.08078173,9201,1.0,1779,-0.057093143,-0.08112264,0.13821678,S100A6,protein_coding,S100 calcium binding protein A6 [Source:HGNC Symbol;Acc:HGNC:10496],1
ENSG00000112081,ENSG00000112081.16,1.2857522,0.12390261,9195,0.9993478969677208,20209,-0.087890506,0.050094128,0.13798563,SRSF3,protein_coding,serine and arginine rich splicing factor 3 [Source:HGNC Symbol;Acc:HGNC:10785],6
ENSG00000137804,ENSG00000137804.12,0.3707404,0.089683905,7054,0.7666557982827954,8727,0.010421962,0.12724465,0.13766761,NUSAP1,protein_coding,nucleolar and spindle associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18538],15
ENSG00000097033,ENSG00000097033.14,0.5744129,0.06400871,8899,0.9671774807086186,9343,0.04944086,0.08814919,0.13759105,SH3GLB1,protein_coding,"SH3 domain containing GRB2 like, endophilin B1 [Source:HGNC Symbol;Acc:HGNC:10833]",1
ENSG00000148450,ENSG00000148450.12,0.50706834,0.07400373,8565,0.9308770785784154,1138,0.12558478,-0.011873066,0.13745885,MSRB2,protein_coding,methionine sulfoxide reductase B2 [Source:HGNC Symbol;Acc:HGNC:17061],10
ENSG00000106367,ENSG00000106367.14,1.0971783,0.075749375,9188,0.9985871100967286,9518,0.033585668,-0.10369885,0.13728552,AP1S1,protein_coding,adaptor related protein complex 1 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:559],7
ENSG00000169895,ENSG00000169895.5,1.2411531,0.06883496,9193,0.9991305292902946,21764,0.01482749,0.12179041,0.1366189,SYAP1,protein_coding,synapse associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16273],X
ENSG00000125740,ENSG00000125740.13,0.3838556,0.07494906,7668,0.83338767525269,4962,0.031097919,-0.10551268,0.1366116,FOSB,protein_coding,"FosB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3797]",19
ENSG00000159079,ENSG00000159079.18,0.44422296,0.06361687,8363,0.9089229431583524,10341,-0.054154813,0.082285106,0.13644092,CFAP298,protein_coding,cilia and flagella associated protein 298 [Source:HGNC Symbol;Acc:HGNC:1301],21
ENSG00000173436,ENSG00000173436.14,1.279349,0.0659145,9197,0.9995652646451472,7823,0.094068885,-0.042306185,0.13637607,MICOS10,protein_coding,mitochondrial contact site and cristae organizing system subunit 10 [Source:HGNC Symbol;Acc:HGNC:32068],1
